"id","log2(fc)","PValue","FDR","Symbol","transcDNA_MAX_MAX_gene_id","transcDNA_MAX_MAX_tx_len","transcDNA_MAX_MAX_symbol","transcDNA_mean_MEAN_gene_id","transcDNA_mean_MEAN_avg_len","transcDNA_mean_MEAN_symbol","transcDNA_median_MEDIAN_gene_id","transcDNA_median_MEDIAN_median_len","transcDNA_median_MEDIAN_symbol"
"ENSG00000173846",-1.04263532692814,"0.00487668263565211",0.0189546738891665,"PLK3","1263",2477,"PLK3","1263",1288.14285714286,"PLK3","1263",873,"PLK3"
"ENSG00000180481",1.41212590385894,"0.00498597970689124",0.0192972995843275,"GLIPR1L2","144321",2590,"GLIPR1L2","144321",1682.75,"GLIPR1L2","144321",1816,"GLIPR1L2"
"ENSG00000139219",2.52111601869653,"0.00513417378741286",0.019773753731664,"COL2A1","1280",5059,"COL2A1","1280",1768.2,"COL2A1","1280",725,"COL2A1"
"ENSG00000163884",1.23329135126708,"0.00517253452987269",0.0198993956541963,"KLF15","28999",2540,"KLF15","28999",1628.5,"KLF15","28999",1713.5,"KLF15"
"ENSG00000156049",7.90889294851967,"0.00519364085300984",0.0199628771337481,"GNA14","9630",2497,"GNA14","9630",1595.5,"GNA14","9630",1595.5,"GNA14"
"ENSG00000187902",1.6414956301411,"0.00521546038730477",0.0200289850842696,"SHISA7","729956",6470,"SHISA7","729956",4873.5,"SHISA7","729956",4873.5,"SHISA7"
"ENSG00000168703",1.93147974818859,"0.00522431317177447",0.0200585398771917,"WFDC12","128488",775,"WFDC12","128488",775,"WFDC12","128488",775,"WFDC12"
"ENSG00000164120",-3.78692132980318,"0.00523658955971447",0.020101223461565,"HPGD","3248",2920,"HPGD","3248",1427.07142857143,"HPGD","3248",1108.5,"HPGD"
"ENSG00000106541",-1.49705598327743,"0.00528815113247692",0.020267739276308,"AGR2","10551",1697,"AGR2","10551",727.714285714286,"AGR2","10551",670,"AGR2"
"ENSG00000174502",-7.22881869049588,"0.00531228254911864",0.0203467345083208,"SLC26A9","115019",4791,"SLC26A9","115019",3241.66666666667,"SLC26A9","115019",4286.5,"SLC26A9"
"ENSG00000120262",-6.97727992349992,"0.0053743411831615",0.0205571810665867,"CCDC170","80129",5306,"CCDC170","80129",2145.33333333333,"CCDC170","80129",574,"CCDC170"
"ENSG00000267060",1.04695462696747,"0.00541954452795249",0.0206976843228113,"PTGES3L","100885848",1781,"PTGES3L","100885848",1291.83333333333,"PTGES3L","100885848",1494.5,"PTGES3L"
"ENSG00000272442",7.36632221424582,"0.00557158382454889",0.0212180302951577,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000184261",1.24970407542131,"0.00561463871316319",0.0213538540573671,"KCNK12","56660",13564,"KCNK12","56660",7198.5,"KCNK12","56660",7198.5,"KCNK12"
"ENSG00000175820",1.39960745870924,"0.00563058770838692",0.0213957397053958,"CCDC168","643677",21470,"CCDC168","643677",21470,"CCDC168","643677",21470,"CCDC168"
"ENSG00000154240",-1.15240668767322,"0.00570080118760181",0.0216340975687957,"CEP112","201134",4752,"CEP112","201134",1772.36666666667,"CEP112","201134",1243,"CEP112"
"ENSG00000145335",-1.01004040265522,"0.00580084352123183",0.0219417159281498,"SNCA","6622",3193,"SNCA","6622",1882.17647058824,"SNCA","6622",2139,"SNCA"
"ENSG00000005102",2.58034376122341,"0.00583270324587788",0.0220333859652019,"MEOX1","4222",2674,"MEOX1","4222",1677.33333333333,"MEOX1","4222",1206,"MEOX1"
"ENSG00000101049",-1.16864032189091,"0.00585306732231029",0.0220862533844479,"SGK2","10110",2413,"SGK2","10110",1232.86666666667,"SGK2","10110",986,"SGK2"
"ENSG00000142408",1.8270372879193,"0.00586972851130601",0.0221346721743225,"CACNG8","59283",8850,"CACNG8","59283",8850,"CACNG8","59283",8850,"CACNG8"
"ENSG00000183578",-1.13330121347432,"0.00590488009079079",0.0222396635785169,"TNFAIP8L3","388121",2262,"TNFAIP8L3","388121",2108.66666666667,"TNFAIP8L3","388121",2206,"TNFAIP8L3"
"ENSG00000118298",1.56041386680007,"0.00593250588451166",0.0223325487476222,"CA14","23632",1788,"CA14","23632",1291.16666666667,"CA14","23632",1448,"CA14"
"ENSG00000171873",-7.8008998999203,"0.00594216772570323",0.0223592114140556,"ADRA1D","146",2942,"ADRA1D","146",1727,"ADRA1D","146",1727,"ADRA1D"
"ENSG00000175564",1.09337421482767,"0.0060186931991003",0.0225695033940068,"UCP3","7352",2277,"UCP3","7352",1199.5,"UCP3","7352",985,"UCP3"
"ENSG00000136286",1.71465741511692,"0.00604646424488113",0.0226631308996961,"MYO1G","64005",5672,"MYO1G","64005",3878.125,"MYO1G","64005",3440,"MYO1G"
"ENSG00000215906",2.68782777331922,"0.00609449013474323",0.0227938663602918,"LACTBL1","646262",1950,"LACTBL1","646262",1950,"LACTBL1","646262",1950,"LACTBL1"
"ENSG00000163017",2.24463483169275,"0.00654410682341388",0.0242349996179353,"ACTG2","72",2064,"ACTG2","72",1130.22222222222,"ACTG2","72",927,"ACTG2"
"ENSG00000147003",1.90294200196848,"0.00665304558657642",0.0245513194509179,"CLTRN","57393",1574,"CLTRN","57393",1463,"CLTRN","57393",1463,"CLTRN"
"ENSG00000134242",1.25476988825898,"0.00672873981307157",0.0247758801484069,"PTPN22","26191",3607,"PTPN22","26191",2143.36363636364,"PTPN22","26191",2258,"PTPN22"
"ENSG00000169876",4.08746284125034,"0.00678135724052036",0.0249325600494874,"MUC17","140453",14352,"MUC17","140453",7318.25,"MUC17","140453",7259,"MUC17"
"ENSG00000129455",-2.06967638485781,"0.00680912859057823",0.0250134492864483,"KLK8","11202",1324,"KLK8","11202",660.583333333333,"KLK8","11202",551.5,"KLK8"
"ENSG00000129646",1.1959696097267,"0.00686836023979324",0.0251936742538132,"QRICH2","84074",5972,"QRICH2","84074",3622.16666666667,"QRICH2","84074",3805,"QRICH2"
"ENSG00000185038",-1.69626555236223,"0.00695371400993016",0.0254798071044334,"MROH2A","339766",5350,"MROH2A","339766",1679.25,"MROH2A","339766",481,"MROH2A"
"ENSG00000165168",1.18711489883328,"0.00712368403758203",0.0259927520049737,"CYBB","1536",4276,"CYBB","1536",2000.33333333333,"CYBB","1536",1236,"CYBB"
"ENSG00000286192",1.39028345227284,"0.00723286687462881",0.0263412473722304,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000132965",-2.416219551816,"0.00726522834523882",0.0264479937598354,"ALOX5AP","241",1224,"ALOX5AP","241",880,"ALOX5AP","241",869,"ALOX5AP"
"ENSG00000278677",1.6231175234991,"0.00727426246227026",0.0264605260821492,"H2AC17","8336",487,"H2AC17","8336",487,"H2AC17","8336",487,"H2AC17"
"ENSG00000100191",1.42974399809387,"0.00785937822736306",0.0282608376367167,"SLC5A4","6527",2048,"SLC5A4","6527",1110.66666666667,"SLC5A4","6527",657,"SLC5A4"
"ENSG00000168298",2.49853389348912,"0.00798251482620875",0.0286027742450162,"H1-4","3008",787,"H1-4","3008",787,"H1-4","3008",787,"H1-4"
"ENSG00000178690",8.96674576089953,"0.00818720138873519",0.0292214666280938,"DYNAP","284254",2027,"DYNAP","284254",1690,"DYNAP","284254",1941,"DYNAP"
"ENSG00000274386",1.70898868524261,"0.00831443642745427",0.0296024667793901,"TMEM269","100129924",3580,"TMEM269","100129924",2198.5,"TMEM269","100129924",2349,"TMEM269"
"ENSG00000119283",1.55572527949606,"0.00835436705517497",0.0297202237114647,"TRIM67","440730",9389,"TRIM67","440730",6958.33333333333,"TRIM67","440730",9320,"TRIM67"
"ENSG00000127324",1.7679043878303,"0.00844952795408485",0.0300279494150189,"TSPAN8","7103",1516,"TSPAN8","7103",933.166666666667,"TSPAN8","7103",945,"TSPAN8"
"ENSG00000129048",1.15682382419489,"0.00848876874145607",0.0301488654666339,"ACKR4","51554",2310,"ACKR4","51554",2310,"ACKR4","51554",2310,"ACKR4"
"ENSG00000183690",-1.04255605688421,"0.00855794977269123",0.0303324389020223,"EFHC2","80258",3257,"EFHC2","80258",2370.5,"EFHC2","80258",2370.5,"EFHC2"
"ENSG00000167741",-1.79503824200733,"0.00857043791047029",0.0303644029078111,"GGT6","124975",2644,"GGT6","124975",1754.83333333333,"GGT6","124975",2106,"GGT6"
"ENSG00000144452",-1.94260269232792,"0.00857173460901622",0.0303644029078111,"ABCA12","26154",9298,"ABCA12","26154",5596,"ABCA12","26154",7005,"ABCA12"
"ENSG00000109927",1.03641865629775,"0.00862988343965646",0.0305312281085908,"TECTA","7007",7353,"TECTA","7007",4973.33333333333,"TECTA","7007",5556,"TECTA"
"ENSG00000188897",1.37859614213485,"0.00874190179425691",0.0308645561414418,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000168350",1.30014757885089,"0.00878749204246642",0.0310002694861292,"DEGS2","123099",3834,"DEGS2","123099",1698.33333333333,"DEGS2","123099",840,"DEGS2"
"ENSG00000107242",-1.10732822461029,"0.00880124269956032",0.0310298387896861,"PIP5K1B","8395",3335,"PIP5K1B","8395",1604.625,"PIP5K1B","8395",802,"PIP5K1B"
"ENSG00000185100",-1.5022251633383,"0.00883138919617032",0.0311045007662801,"ADSS1","122622",2600,"ADSS1","122622",1283.30769230769,"ADSS1","122622",1091,"ADSS1"
"ENSG00000244219",3.57324770168731,"0.00896749894803576",0.0314497298260502,"TMEM225B","100289187",1345,"TMEM225B","100289187",924.5,"TMEM225B","100289187",935.5,"TMEM225B"
"ENSG00000172426",1.84938812656719,"0.00899558163959282",0.0315290863248231,"RSPH9","221421",2586,"RSPH9","221421",2565.5,"RSPH9","221421",2565.5,"RSPH9"
"ENSG00000205838",1.03306550481471,"0.00908062857529519",0.0317886167710566,"TTC23L","153657",3410,"TTC23L","153657",1312.2,"TTC23L","153657",1101,"TTC23L"
"ENSG00000197893",1.72728304076887,"0.00916035705146177",0.0320031091910731,"NRAP","4892",5613,"NRAP","4892",5527,"NRAP","4892",5534.5,"NRAP"
"ENSG00000111644",3.91389398334628,"0.00935278361840918",0.0325442334255663,"ACRBP","84519",1905,"ACRBP","84519",970.222222222222,"ACRBP","84519",811,"ACRBP"
"ENSG00000157856",-1.11235453450255,"0.00935881024994186",0.03255213860055,"DRC1","92749",2487,"DRC1","92749",1134.875,"DRC1","92749",788,"DRC1"
"ENSG00000138944",-1.12544750617487,"0.00937636105766218",0.0326001051491487,"SHISAL1","85352",6853,"SHISAL1","85352",6853,"SHISAL1","85352",6853,"SHISAL1"
"ENSG00000166828",-3.16864203555884,"0.0094020943697872",0.03266992270095,"SCNN1G","6340",3477,"SCNN1G","6340",3477,"SCNN1G","6340",3477,"SCNN1G"
"ENSG00000111452",1.47971934069382,"0.00950763108609245",0.0329837565829846,"ADGRD1","283383",7085,"ADGRD1","283383",2143.3125,"ADGRD1","283383",726.5,"ADGRD1"
"ENSG00000080572",8.46896338080995,"0.00951682639534755",0.0330001748813557,"DNAAF6","139212",1882,"DNAAF6","139212",1533,"DNAAF6","139212",1628.5,"DNAAF6"
"ENSG00000164879",2.52394830599217,"0.00957581864220131",0.0331473586418703,"CA3","761",1721,"CA3","761",979,"CA3","761",645,"CA3"
"ENSG00000197506",1.36309728386376,"0.00961195067527766",0.0332458832552642,"SLC28A3","64078",4962,"SLC28A3","64078",2738,"SLC28A3","64078",2738,"SLC28A3"
"ENSG00000149489",1.31565146205724,"0.00965258760122763",0.0333664705776886,"ROM1","6094",1358,"ROM1","6094",847.75,"ROM1","6094",724.5,"ROM1"
"ENSG00000110693",-1.54493987245846,"0.00967449698263394",0.0334288766803288,"SOX6","55553",9304,"SOX6","55553",3126.89473684211,"SOX6","55553",1202,"SOX6"
"ENSG00000104951",1.91392026863487,"0.00989798539168166",0.0340991791588254,"IL4I1","259307",2407,"IL4I1","259307",1252.8,"IL4I1","259307",730.5,"IL4I1"
"ENSG00000164287",3.55290129148886,"0.0101515949482145",0.0348620528435516,"CDC20B","166979",2984,"CDC20B","166979",2257.4,"CDC20B","166979",2130,"CDC20B"
"ENSG00000152439",1.39262272275681,"0.0105622591818282",0.0360580846532229,"ZNF773","374928",5832,"ZNF773","374928",2057.14285714286,"ZNF773","374928",2019,"ZNF773"
"ENSG00000143365",1.65314496396718,"0.0106146487742412",0.0362012972259182,"RORC","6097",4141,"RORC","6097",2521.81818181818,"RORC","6097",2619,"RORC"
"ENSG00000178623",1.33297119449912,"0.0109609327052001",0.0372066586091356,"GPR35","2859",3300,"GPR35","2859",1825.66666666667,"GPR35","2859",1715.5,"GPR35"
"ENSG00000111305",7.8703647195834,"0.0110019145769775",0.0373165486796192,"GSG1","83445",2613,"GSG1","83445",1475,"GSG1","83445",1352,"GSG1"
"ENSG00000142449",-1.36376882896834,"0.0111312154211037",0.037696121911429,"FBN3","84467",9232,"FBN3","84467",4320.77777777778,"FBN3","84467",562,"FBN3"
"ENSG00000188001",2.02834462569396,"0.011356380283462",0.0383612463929373,"TPRG1","285386",5482,"TPRG1","285386",1068.2,"TPRG1","285386",597,"TPRG1"
"ENSG00000135577",1.69424084200615,"0.0113615643093504",0.0383712823451161,"NMBR","4829",3079,"NMBR","4829",3079,"NMBR","4829",3079,"NMBR"
"ENSG00000127528",1.49039084747581,"0.0114253133608928",0.0385490384052384,"KLF2","10365",2820,"KLF2","10365",1692,"KLF2","10365",1692,"KLF2"
"ENSG00000285713",1.57250176475967,"0.0114631940656223",0.0386242366700009,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000166396",2.34560467761043,"0.0115245567224466",0.0387933001379347,"SERPINB7","8710",2195,"SERPINB7","8710",1431.85714285714,"SERPINB7","8710",1951,"SERPINB7"
"ENSG00000090534",1.15563723880336,"0.0115337784948376",0.0388168061572184,"THPO","7066",2186,"THPO","7066",1254,"THPO","7066",1318.5,"THPO"
"ENSG00000174827",-1.01571823374693,"0.0116274220802574",0.0390759656331721,"PDZK1","5174",2084,"PDZK1","5174",1235.14285714286,"PDZK1","5174",1010,"PDZK1"
"ENSG00000204323",1.16440612643485,"0.0116501684235143",0.0391401415026769,"SMIM5","643008",4344,"SMIM5","643008",2184,"SMIM5","643008",1546,"SMIM5"
"ENSG00000172403",1.322551154729,"0.0116590466328186",0.0391623807761415,"SYNPO2","171024",15416,"SYNPO2","171024",7938,"SYNPO2","171024",6779,"SYNPO2"
"ENSG00000091137",-1.8516772530429,"0.0116984898597374",0.0392769316570671,"SLC26A4","5172",4737,"SLC26A4","5172",1404.125,"SLC26A4","5172",598,"SLC26A4"
"ENSG00000099617",-1.0862229359031,"0.0120652941678903",0.0402540187756494,"EFNA2","1943",2424,"EFNA2","1943",2424,"EFNA2","1943",2424,"EFNA2"
"ENSG00000100121",1.09502939989578,"0.0120834340877138",0.0402860387040015,"GGTLC2","91227",952,"GGTLC2","91227",677.142857142857,"GGTLC2","91227",538,"GGTLC2"
"ENSG00000204291",1.79577857074998,"0.0122626654321622",0.0407947728181621,"COL15A1","1306",5422,"COL15A1","1306",2620.8,"COL15A1","1306",1412,"COL15A1"
"ENSG00000050628",3.40599235967584,"0.0123484863160797",0.0410487738179651,"PTGER3","5733",7759,"PTGER3","5733",2558.44444444444,"PTGER3","5733",1922,"PTGER3"
"ENSG00000273748",1.53911893176533,"0.0124627676166385",0.0413969210162634,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000106565",-1.79779048076291,"0.0125328811957749",0.0415581616090154,"TMEM176B","28959",1430,"TMEM176B","28959",1204.4,"TMEM176B","28959",1206,"TMEM176B"
"ENSG00000170989",-1.38261272426535,"0.0127420521345369",0.0421309004501785,"S1PR1","1901",2778,"S1PR1","1901",2250.16666666667,"S1PR1","1901",2607,"S1PR1"
"ENSG00000186832",-1.23772750601662,"0.0129326334693734",0.0426228724055245,"KRT16","3868",1658,"KRT16","3868",1284,"KRT16","3868",1284,"KRT16"
"ENSG00000106038",1.60329099639433,"0.0130030255269465",0.0428385824837023,"EVX1","2128",2858,"EVX1","2128",1997.66666666667,"EVX1","2128",1635,"EVX1"
"ENSG00000081853",2.19179950106508,"0.0130853871605501",0.0430853642189097,"PCDHGA2","56113",4813,"PCDHGA2","56113",4678,"PCDHGA2","56113",4678,"PCDHGA2"
"ENSG00000107317",-1.06744917014377,"0.0132248963043432",0.043470422184077,"PTGDS","5730",989,"PTGDS","5730",696.555555555556,"PTGDS","5730",661,"PTGDS"
"ENSG00000115590",-1.57303423428481,"0.0132323776618902",0.0434867695753439,"IL1R2","7850",1462,"IL1R2","7850",935.222222222222,"IL1R2","7850",804,"IL1R2"
"ENSG00000276903",3.04401485486331,"0.0132712727382501",0.0435815526531284,"H2AC16","8332",482,"H2AC16","8332",482,"H2AC16","8332",482,"H2AC16"
"ENSG00000124102",-1.40876316950852,"0.0134126733632794",0.0439626358120797,"PI3","5266",551,"PI3","5266",551,"PI3","5266",551,"PI3"
"ENSG00000164199",1.45039277572681,"0.0134709700270433",0.0441370274563309,"ADGRV1","84059",19557,"ADGRV1","84059",3053.78378378378,"ADGRV1","84059",1466,"ADGRV1"
"ENSG00000138823",1.64481621191776,"0.013716190950648",0.0447965784315853,"MTTP","4547",3920,"MTTP","4547",1889.14285714286,"MTTP","4547",1155,"MTTP"
"ENSG00000172164",-1.19374902396862,"0.0137336882838886",0.0448452770535489,"SNTB1","6641",5164,"SNTB1","6641",3495,"SNTB1","6641",4941,"SNTB1"
"ENSG00000213297",-1.31901329080102,"0.0137624756327673",0.0449139026908626,"ZNF625-ZNF20","100529855",2651,"ZNF625-ZNF20","100529855",1673,"ZNF625-ZNF20","100529855",1673,"ZNF625-ZNF20"
"ENSG00000173991",2.43827973920937,"0.0138220304811897",0.0450898678452639,"TCAP","8557",960,"TCAP","8557",771.5,"TCAP","8557",771.5,"TCAP"
"ENSG00000063515",3.77130938398961,"0.0138241961742559",0.0450898678452639,"GSC2","2928",2625,"GSC2","2928",2625,"GSC2","2928",2625,"GSC2"
"ENSG00000197472",7.18652696877945,"0.0140767860889675",0.045757361516843,"ZNF695","57116",3341,"ZNF695","57116",1188.66666666667,"ZNF695","57116",844,"ZNF695"
"ENSG00000259224",2.5361966737259,"0.0140767870890353",0.045757361516843,"SLC35G6","643664",1697,"SLC35G6","643664",1640,"SLC35G6","643664",1640,"SLC35G6"
"ENSG00000139160",1.34954478043183,"0.0140789851601798",0.045757361516843,"ETFBKMT","254013",6128,"ETFBKMT","254013",2124.83333333333,"ETFBKMT","254013",1472.5,"ETFBKMT"
"ENSG00000185187",-1.04349132814116,"0.0141091232048363",0.0458254264943185,"SIGIRR","59307",1867,"SIGIRR","59307",918.909090909091,"SIGIRR","59307",741,"SIGIRR"
"ENSG00000134339",2.66624616101071,"0.014290461724122",0.0462884953922197,"SAA2","6289",1022,"SAA2","6289",694.333333333333,"SAA2","6289",648.5,"SAA2"
"ENSG00000283039",2.81526012014295,"0.0144593047171059",0.0467045239362703,"KLF18","105378952",3159,"KLF18","105378952",3159,"KLF18","105378952",3159,"KLF18"
"ENSG00000171777",1.71984928546914,"0.0148106078532508",0.047635156662496,"RASGRP4","115727",4074,"RASGRP4","115727",2742.5625,"RASGRP4","115727",2838,"RASGRP4"
"ENSG00000263961",1.58473435253678,"0.0149055550169073",0.0478783657721665,"RHEX","440712",1205,"RHEX","440712",907.666666666667,"RHEX","440712",923,"RHEX"
"ENSG00000127364",-3.70043971814109,"0.0149293647364915",0.0479282086958019,"TAS2R4","50832",5018,"TAS2R4","50832",5018,"TAS2R4","50832",5018,"TAS2R4"
"ENSG00000229809",1.65934124149916,"0.0150262695386929",0.0481857753895683,"ZNF688","146542",1492,"ZNF688","146542",826.428571428571,"ZNF688","146542",562,"ZNF688"
"ENSG00000244617",3.85161615374122,"0.015084598008871",0.0483370624423977,"ASPRV1","151516",4755,"ASPRV1","151516",1131.2,"ASPRV1","151516",863,"ASPRV1"
"ENSG00000180815",-1.12450140208571,"0.0152657022529102",0.0488181503805257,"MAP3K15","389840",4879,"MAP3K15","389840",3896.5,"MAP3K15","389840",4329,"MAP3K15"
